Issue Type,File Path,Line Number,Issue Description,Severity,Recommendation,Impact,Module,Feature
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","287","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","296","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","362","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","365","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","372","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","373","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","380","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","386","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","390","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","399","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","401","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/Metrics+Placeholder.swift","101","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/Metrics+Placeholder.swift","102","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/Metrics+Placeholder.swift","103","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/Metrics+Placeholder.swift","104","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/Metrics+Placeholder.swift","148","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/SLMetricModel.swift","433","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/SLMetricModel.swift","434","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/SLMetricModel.swift","456","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/SLMetricModel.swift","457","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/SLMetricModel.swift","485","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/Entities/SLMetricModel.swift","486","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Presentation/PerfectRoute/View/SLPerfectRouteView.swift","38","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Presentation"
"Main Thread Blocking","SalesLeadPlus/Presentation/Reporting/ViewModel/SLReportingViewModel+ReportSection.swift","47","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Presentation"
"Main Thread Blocking","SalesLeadPlus/Presentation/Reporting/ViewModel/SLReportingViewModel+ReportSection.swift","51","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Presentation"
"Main Thread Blocking","SalesLeadPlus/Presentation/Reporting/ViewModel/SLReportingViewModel+ReportSection.swift","53","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Presentation"
"Main Thread Blocking","SalesLeadPlus/Presentation/Reporting/ViewModel/SLReportingViewModel+ReportSection.swift","130","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Presentation"
"Main Thread Blocking","SalesLeadPlus/Presentation/Reporting/ViewModel/SLReportingViewModel+ReportSection.swift","135","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Presentation"
"Main Thread Blocking","SalesLeadPlus/Presentation/Reporting/ViewModel/SLReportingViewModel+ReportSection.swift","136","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Presentation"
